recency,frequency,monetary,quantity,discount,delivery_days,customer_rating,customer_id
-1.6984016147500036,1.412715028830691,0.675985325579935,0.7088564331757246,-0.869791554531676,-0.29282261062071147,-0.4942302322726731,1000
1.00504309806752,0.54484528951037,-0.0677534425876569,0.03530607340917494,1.143240926432613,0.23301917395770427,-0.43517242604870393,1001
1.030480971290303,-0.27386675417929746,-1.2964070384587818,-0.26319854632276635,0.6824022825874426,0.8338406024067975,1.306545706036713,1002
1.3655053057492217,-1.5168195000051519,-0.7915835477397714,-1.0795968289305478,0.11671293716827896,-0.5836329628549458,0.12751142724616057,1003
1.4566163878661254,0.1697622830048354,0.5043539642485366,-0.15789332301180634,-1.1597345444496268,0.48408814464013467,-1.0774418635412277,1004
1.4797250093801122,-2.5034065974654207,-1.8233799606961532,-1.9669030878712874,2.5578512345500806,-3.404473967199343,2.1868831866801037,1005
-0.3957082533267869,0.869756968554554,0.2361876547629352,-0.05860891754794767,-0.06128685419352218,0.125917905269502,-0.8156812793524136,1006
0.06195388246311349,0.869756968554554,-0.08128248296797702,0.5801305735670721,1.169293197875245,-0.39431448720358386,-0.47730146648934807,1007
1.1641581893046535,-0.8168248144554334,-0.4043846420729467,-0.15789332301180634,0.6513433961069705,0.4139206593736809,0.6946845447520108,1008
0.6629093796002918,0.54484528951037,0.29071320588551725,0.44109605337662033,0.6202418169855992,0.23301917395770427,1.4837289768443018,1009
1.182831948581404,-0.27386675417929746,-0.1639996440212491,0.28995692524760813,-0.5616452223285837,-1.5343550748662091,-0.7360073577369887,1010
0.6513522469869529,1.6446259670870123,1.3429517996989202,1.4131510328751113,0.09761087166209181,-0.9377356223486162,0.6699549358919115,1011
-3.1900036671749072,0.1697622830048354,-0.28047877096055923,-0.05860891754794767,-0.05578900572808348,0.48408814464013467,0.19185807592276635,1012
0.6495118900155892,-0.27386675417929746,0.23289840244977977,0.3671698239649146,1.2342929416523147,1.4952298039601222,0.6326822976292021,1013
1.438264628406971,0.1697622830048354,0.4642656604181897,0.12440274169340529,-1.0388452350681854,1.3291000709807068,0.7731897253952894,1014
0.10223943944064633,0.1697622830048354,-0.40556224094533194,0.7088564331757246,-0.365744472619263,0.5871218334513747,0.8023851918523072,1015
0.7668703095119365,1.1563493804651048,0.8641386848055417,1.4131510328751113,-1.0589486528706453,-0.33691419389952393,-0.46463391133939336,1016
1.3997558774462782,-1.5168195000051519,-2.7344247389688525,-2.283596399554502,0.3068518312800508,1.4952298039601222,-0.11965693224130228,1017
-1.546344529814669,0.869756968554554,0.6523561331813673,0.7698102034143434,0.3203722351769427,-0.12589106238343697,0.1964298575456413,1018
-0.9321554608441016,0.869756968554554,0.9280356278495264,0.5120040297095769,-0.6743547716940971,-0.7821900652392436,0.15056594305883317,1019
0.48788684602438176,0.869756968554554,0.2262060800020638,0.994251524946994,0.5356071066863533,-0.7821900652392436,0.7017328123012057,1020
-1.3466002599570916,0.869756968554554,-0.297131389613626,-0.15789332301180634,1.5309099513720021,1.1936390127645815,-0.5795452537938321,1021
